"Title","Year","DOI","score","title_dist","new_title","Project","Relation"
"Ecological winners and losers of extreme drought in California",2018,"10.1038/s41558-018-0255-1",NA,NA,NA,"Pppirec","Top5"
"Controversy over the decline of arthropods: a matter of temporal baseline?",2022,"10.24072/pcjournal.131","53.887848",0,"Controversy over the decline of arthropods: a matter of temporal baseline?","Pppirec","Top5"
"Common birds have higher abundances in croplands with lower pesticide purchases",2026,"10.1098/rspb.2025.2370","57.98976",0,"Common birds have higher abundances in croplands with lower pesticide purchases","Pppirec","Top5"
"Citizen science involving farmers as a means to document temporal trends in farmland biodiversity and relate them to agricultural practices",2020,"10.1111/1365-2664.13746","85.06743",0,"Citizen science involving farmers as a means to document temporal trends in farmland biodiversity and relate them to agricultural practices","Pppirec","Top5"
"Assessing the emergence of pro-biodiversity practices in citizen scientists of a backyard butterfly survey",2020,"10.1016/j.scitotenv.2020.136842",NA,NA,NA,"Pppirec","Top5"
"Assessing non-intended effects of farming practices on field margin vegetation with a functional approach",2018,"10.1016/j.agee.2018.03.021","64.24899",0,"Assessing non-intended effects of farming practices on field margin vegetation with a functional approach","Pppirec","Top5"
"Worldwide occurrence records suggest a global decline in bee species richness",2021,"10.1016/j.oneear.2020.12.005","42.189335",0,"Worldwide occurrence records suggest a global decline in bee species richness","Pppirec","Proposal"
"The whereabouts of flower visitors: contrasting land-use preferences revealed by a country-wide survey based on citizen science",2012,"10.1371/journal.pone.0045822","92.92698",0,"The Whereabouts of Flower Visitors: Contrasting Land-Use Preferences Revealed by a Country-Wide Survey Based on Citizen Science","Pppirec","Proposal"
"Scientists’ warning to humanity on insect extinctions",2020,"10.1016/j.biocon.2020.108426","26.443924",0,"Scientists' warning to humanity on insect extinctions","Pppirec","Proposal"
"Overview of sales and purchases of crop protection products in France in 2020",2022,NA,NA,NA,NA,"Pppirec","Proposal"
"Neonicotinoid pesticides and nutritional stress synergistically reduce survival in honey bees",2017,"10.1098/rspb.2017.1711","57.216663",0,"Neonicotinoid pesticides and nutritional stress synergistically reduce survival in honey bees","Pppirec","Proposal"
"More than 75 percent decline over 27 years in total flying insect biomass in protected areas",2017,NA,NA,NA,NA,"Pppirec","Proposal"
"Le plan Ecophyto de réduction d’usage des pesticides en France : décryptage d’un échec et raisons d’espérer",2017,"10.1051/cagri/2017004","94.30955",0,"Le plan Ecophyto de réduction d’usage des pesticides en France : décryptage d’un échec et raisons d’espérer","Pppirec","Proposal"
"Large-scale trade-off between agricultural intensification and crop pollination services",2014,"10.1890/130054","57.228443",0,"Large‐scale trade‐off between agricultural intensification and crop pollination services","Pppirec","Proposal"
"Landscape floral resources provided by rapeseed correlate with next-year reproduction of cavity-nesting pollinators in a national participatory monitoring program",2021,"10.1007/s10980-021-01353-0","102.02877",0,"Landscape floral resources provided by rapeseed correlate with next-year reproduction of cavity-nesting pollinators in a national participatory monitoring program","Pppirec","Proposal"
"Interactive effects of landscape-wide intensity of farming practices and landscape complexity on wild bee diversity",2017,"10.1007/s10980-017-0530-y","84.66834",0,"Interactive effects of landscape-wide intensity of farming practices and landscape complexity on wild bee diversity","Pppirec","Proposal"
"Influence of taxonomic resolution on mutualistic network properties",2020,"10.1002/ece3.6060","39.19629",0,"Influence of taxonomic resolution on mutualistic network properties","Pppirec","Proposal"
"Importance of pollinators in changing landscapes for world crops",2007,"10.1098/rspb.2006.3721","36.903786",0,"Importance of pollinators in changing landscapes for world crops","Pppirec","Proposal"
"How many flowering plants are pollinated by animals?",2011,"10.1111/j.1600-0706.2010.18644.x","48.174896",0,"How many flowering plants are pollinated by animals?","Pppirec","Proposal"
"Functional homogenization of flower visitor communities with urbanization",2016,"10.1002/ece3.2009","45.309193",0,"Functional homogenization of flower visitor communities with urbanization","Pppirec","Proposal"
"Fostering close encounters of the entomological kind",2018,"10.1002/fee.1795","36.85414",0,"Fostering close encounters of the entomological kind","Pppirec","Proposal"
"Domestic gardens as favorable pollinator habitats in impervious landscapes",2019,"10.1016/j.scitotenv.2018.07.310","56.547707",0,"Domestic gardens as favorable pollinator habitats in impervious landscapes","Pppirec","Proposal"
"Combined nutritional stress and a new systemic pesticide (flupyradifurone, Sivanto®) reduce bee survival, food consumption, flight success, and thermoregulation",2019,"10.1016/j.chemosphere.2019.124408","121.531685",0,"Combined nutritional stress and a new systemic pesticide (flupyradifurone, Sivanto®) reduce bee survival, food consumption, flight success, and thermoregulation","Pppirec","Proposal"
"Arthropod decline in grasslands and forests is associated with landscape-level drivers",2019,"10.1038/s41586-019-1684-3","42.58288",0,"Arthropod decline in grasslands and forests is associated with landscape-level drivers","Pppirec","Proposal"
"Using remote sensing to characterize riparian vegetation: A review of available tools and perspectives for managers",2020,"10.1016/j.jenvman.2020.110652","67.01089",0,"Using remote sensing to characterize riparian vegetation: A review of available tools and perspectives for managers","Motiver","Top5"
"Unveil the unseen: Using LiDAR to capture time‐lag dynamics in the herbaceous layer of European temperate forests",2022,"10.1111/1365-2745.13837","46.617283",0,"Unveil the unseen: Using LiDAR to capture time‐lag dynamics in the herbaceous layer of European temperate forests","Motiver","Top5"
"Tropical deforestation reduces plant mating quality by shifting the functional composition of pollinator communities",2021,"10.1111/1365-2745.13594",NA,NA,NA,"Motiver","Top5"
"Trait‐matching and mass effect determine the functional response of herbivore communities to land‐use intensification",2017,"10.1111/1365-2435.12849","58.98598",0,"Trait‐matching and mass effect determine the functional response of herbivore communities to land‐use intensification","Motiver","Top5"
"Threshold and weighted-distance methods: A combined multiscale approach improves explanatory power of forest carabid beetle abundance in agricultural landscape",2022,"10.1007/s10980-021-01338-z","95.266304",0,"Threshold and weighted-distance methods: a combined multiscale approach improves explanatory power of forest carabid beetle abundance in agricultural landscape","Motiver","Top5"
"The contributions of enchytraeids and earthworms to the soil mineralization process in soils with fungicide.",2021,"10.1007/s10646-021-02452-z",NA,NA,NA,"Motiver","Top5"
"The Citizen Science Paradox ",2022,"10.3390/land11081151",NA,NA,NA,"Motiver","Top5"
"Sustainable landscape, soil and crop management practices enhance biodiversity and yield in conventional cereal systems",2021,"10.1111/1365-2664.13821",NA,NA,NA,"Motiver","Top5"
"Spatiotemporal dynamics of the agricultural landscape mosaic drives distribution and abundance of dominant carabid beetles",2017,"10.1007/s10980-017-0576-x","71.92056",0,"Spatiotemporal dynamics of the agricultural landscape mosaic drives distribution and abundance of dominant carabid beetles","Motiver","Top5"
"Residues of currently used pesticides in soils and earthworms: a silent threat?",2021,"10.1016/j.agee.2020.107167","53.328552",0,"Residues of currently used pesticides in soils and earthworms: A silent threat?","Motiver","Top5"
"Relationship of insect biomass and richness with land use along a climate gradient",2021,"10.1038/s41467-021-26181-3",NA,NA,NA,"Motiver","Top5"
"Regionalization and parameterization of a hydrologic model significantly affect the cascade of uncertainty in climate-impact projections",2019,"10.1007/s00382-019-04664-w","68.6",0,"Regionalization and parameterization of a hydrologic model significantly affect the cascade of uncertainty in climate-impact projections","Motiver","Top5"
"Regional wetland water storage changes: The influence of future climate on geographically isolated wetlands",2021,"10.1016/j.ecolind.2020.106941","60.886784",0,"Regional wetland water storage changes: The influence of future climate on geographically isolated wetlands","Motiver","Top5"
"Plant functional connectivity – integrating landscape structure and effective dispersal",2017,"10.1111/1365-2745.12742",NA,NA,NA,"Motiver","Top5"
"Organic management and landscape heterogeneity combine to sustain multifunctional bird communities in European vineyards",2021,"10.1111/1365-2664.13885","54.582764",0,"Organic management and landscape heterogeneity combine to sustain multifunctional bird communities in European vineyards","Motiver","Top5"
"Multiscale drivers of carabid beetle (Coleoptera: Carabidae) assemblages in small European woodlands",2021,"10.1111/geb.13208","54.326702",0,"Multiscale drivers of carabid beetle (Coleoptera: Carabidae) assemblages in small European woodlands","Motiver","Top5"
"Multi-scale effects of agri-environment schemes on carabid beetles in intensive farmland",2016,"10.1016/j.agee.2016.05.009","67.08335",0,"Multi-scale effects of agri-environment schemes on carabid beetles in intensive farmland","Motiver","Top5"
"Multi-scale approach to biodiversity proxies of biological control service in European farmlands",2022,"10.1016/j.scitotenv.2022.153569","47.424603",0,"Multi-scale approach to biodiversity proxies of biological control service in European farmlands","Motiver","Top5"
"Multi-community effects of organic and conventional farming practices in vineyards",2021,"10.1038/s41598-021-91095-5","50.857708",0,"Multi-community effects of organic and conventional farming practices in vineyards","Motiver","Top5"
"Monitoring the colonization of alluvial deposits using multitemporal UAV RGB‐imagery",2019,"10.1111/avsc.12455","58.446228",8,"Monitoring the colonization of alluvial deposits using multitemporal <scp>UAV RGB</scp>‐imagery","Motiver","Top5"
"Methods for studying earthworm dispersal",2018,"10.1016/j.apsoil.2017.09.006","35.053272",0,"Methods for studying earthworm dispersal","Motiver","Top5"
"Mapping Riparian Vegetation Functions Using 3D Bispectral LiDAR Data",2019,"10.3390/w11030483","59.690933",0,"Mapping Riparian Vegetation Functions Using 3D Bispectral LiDAR Data","Motiver","Top5"
"Local pesticide use intensity conditions landscape effects on biological pest control",2019,"10.1098/rspb.2018.2898",NA,NA,NA,"Motiver","Top5"
"Landscape-scale expansion of agroecology to enhance natural pest control: a systematic review",2020,"10.1016/bs.aecr.2020.09.001",NA,NA,NA,"Motiver","Top5"
"Landscape-level crop diversity benefits biological pest control",2018,"10.1111/1365-2664.13126","45.513573",0,"Landscape‐level crop diversity benefits biological pest control","Motiver","Top5"
"Land-use history impacts functional diversity across multiple trophic groups",2020,"10.1073/pnas.1910023117",NA,0,"Land-use history impacts functional diversity across multiple trophic groups.","Motiver","Top5"
"Land use changes and raptor population trends: a twelve-year monitoring of two common species in agricultural landscapes of Western France",2022,"10.1016/j.gecco.2022.e02027","92.25501",0,"Land use changes and raptor population trends: A twelve-year monitoring of two common species in agricultural landscapes of Western France","Motiver","Top5"
"Interactive effects of climate and land use on pollinator diversity differ among taxa and scales",2022,"10.1126/sciadv.abm9359",NA,NA,NA,"Motiver","Top5"
"Influences of oilseed rape area and aggregation on pollinator abundance and reproductive success of a co-flowering wild plant",2019,"10.1016/j.agee.2019.04.025","88.837776",0,"Influences of oilseed rape area and aggregation on pollinator abundance and reproductive success of a co-flowering wild plant","Motiver","Top5"
